266,Jaden Hardy,DAL,6,10.3,3.0,1.0,3.0,33.3,0.7,2.0,33.3,0.3,0.3,100,0.3,0.7,1.0,0.7,0.2,0.2,1.3,1.7
268,Kai Jones,LAC,6,9.7,2.8,1.2,1.8,63.6,0.0,0.0,0.0,0.5,0.8,60.0,1.5,1.2,2.7,0.5,0.0,0.8,0.3,5.5
268,Moussa Diabate,CHA,6,12.0,2.8,1.2,2.0,58.3,0.0,0.0,0.0,0.5,1.3,37.5,2.2,2.2,4.3,0.5,0.2,0.3,0.5,6.0
270,Johnny Davis,WAS,4,8.5,2.8,1.3,2.3,55.6,0.0,0.3,0.0,0.3,0.5,50.0,0.5,1.5,2.0,0.5,0.3,0.0,0.0,4.3
271,Alex Caruso,OKC,6,19.5,2.7,1.2,4.3,26.9,0.3,2.7,12.5,0.0,0.2,0.0,0.7,2.2,2.8,1.8,1.8,0.7,0.7,5.8
271,Patty Mills,UTA,6,15.7,2.7,1.0,3.3,30.0,0.7,2.7,25.0,0.0,0.0,0.0,0.2,0.7,0.8,1.0,0.7,0.3,0.8,2.3
273,Delon Wright,MIL,6,14.5,2.5,1.0,2.2,46.2,0.5,1.2,42.9,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.3,0.3,0.5,3.2
273,Reed Sheppard,HOU,6,8.3,2.5,1.0,2.5,40.0,0.5,1.2,42.9,0.0,0.0,0.0,0.2,0.5,0.7,1.3,0.2,0.2,0.7,2.7
275,Ricky Council IV,PHI,4,7.0,2.3,0.5,1.5,33.3,0.3,0.8,33.3,1.0,1.0,100,0.0,0.5,0.5,0.8,0.0,0.0,0.3,2.3
276,Xavier Tillman,BOS,6,12.8,2.2,0.8,3.0,27.8,0.5,1.7,30.0,0.0,0.0,0.0,0.8,2.0,2.8,0.7,0.5,0.0,0.5,3.5
277,Dalen Terry,CHI,6,9.3,2.0,0.7,1.8,36.4,0.0,0.3,0.0,0.7,1.0,66.7,0.2,0.8,1.0,0.5,0.5,0.3,0.3,2.5
278,Andre Jackson Jr.,MIL,5,9.4,1.8,0.8,1.6,50.0,0.2,0.8,25.0,0.0,0.4,0.0,0.4,1.4,1.8,1.0,0.8,0.2,1.2,3.2
278,MarJon Beauchamp,MIL,5,2.6,1.8,0.6,1.8,33.3,0.2,1.0,20.0,0.4,0.4,100,0.2,0.2,0.4,0.0,0.2,0.0,0.8,0.4
280,Jericho Sims,NYK,5,13.8,1.6,0.8,1.2,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.6,4.2,0.2,0.0,0.6,0.6,5.6
281,Tyler Smith,MIL,5,3.0,1.4,0.6,1.0,60.0,0.2,0.6,33.3,0.0,0.0,0.0,0.2,0.4,0.6,0.0,0.0,0.0,0.2,1.4
282,Jordan Walsh,BOS,6,9.5,1.3,0.5,2.0,25.0,0.3,1.7,20.0,0.0,0.0,0.0,0.2,0.5,0.7,0.2,0.2,0.2,0.0,1.0
283,Dwight Powell,DAL,5,3.6,1.2,0.4,0.4,100,0.0,0.0,0.0,0.4,0.8,50.0,0.6,0.4,1.0,0.0,0.0,0.4,0.4,1.8
284,Dillon Jones,OKC,6,4.2,1.2,0.5,1.3,37.5,0.2,0.8,20.0,0.0,0.0,0.0,0.3,0.7,1.0,0.5,0.2,0.0,0.2,1.8
285,Adem Bona,PHI,4,2.0,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.3,0.3,1.5
285,Dario Šarić,DEN,5,8.8,1.0,0.4,2.4,16.7,0.0,0.6,0.0,0.2,0.4,50.0,0.8,0.8,1.6,0.2,0.2,0.0,0.4,0.4
285,Dru Smith,MIA,4,7.0,1.0,0.5,1.5,33.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,1.3,1.8,0.5,0.0,1.0,0.5,2.8
285,Matas Buzelis,CHI,5,5.6,1.0,0.4,2.2,18.2,0.0,1.0,0.0,0.2,0.4,50.0,0.2,0.4,0.6,0.6,0.2,0.0,0.2,0.2
285,Shake Milton,BKN,6,7.3,1.0,0.3,1.3,25.0,0.3,1.2,28.6,0.0,0.0,0.0,0.0,0.5,0.5,0.8,0.2,0.0,0.0,1.5
290,Ariel Hukporti,NYK,4,7.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,0.0,1.0,0.8,1.8
290,Joe Ingles,MIN,5,5.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.6,0.0,0.0,0.2,1.4
290,Yuki Kawamura,MEM,5,2.2,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.8
